institution_country_1,institution_name_1,couple_1,couple_2,institution_name_2,institution_country_2,sum_paper
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104757763,"School of Electrical Engineering and Informatics, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,122528432,"Artificial Intelligence Department, Premier Optima Sattiga, Jakarta, Indonesia",Indonesia,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,114616110,"Computer Engineering, Depok, Java, Indonesia, 16424",Indonesia,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,117872281,"School of Engineering, Balaclava Road, Sydney, NSW, Australia, 2109",Australia,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60087584,"Universitas Kristen Maranatha, Jl. Prof. drg. Suria Sumantri, MPH. No. 65, Bandung, West Java, Indonesia, 40164",Indonesia,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,104757652,"Department of Biology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",Indonesia,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113905063,"Information System and Technology, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,7
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,113461843,"Faculty of Computer Science, Universitätsplatz 1 - piazza Università 1 I-39100 Bozen-Bolzano, Bozen-Bolzano, BZ, Italy, 39100",Italy,7
Australia,"SEEK Ltd., Melbourne, Australia",121033243,60011362,"RMIT University, GPO Box 2476V, Melbourne, Vic, Australia, 3001",Australia,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60033010,"Intel Corporation, 2200 Mission College Blvd., Santa Clara, CA, United States, 95054-1549",United States,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60027709,"National Taiwan University of Science and Technology, 43 Keelung Road Section 4, Taipei, Taiwan, 106",Taiwan,7
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,114186060,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",United States,7
Indonesia,"Universitas Pelita Harapan, Jl. M.H. Thamrin Boulevard, Tangerang, Banten, Indonesia, 15811",60070441,60008408,"University of Zagreb, Trg Republike Hrvatske 14, Zagreb, Croatia, 10000",Croatia,7
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60003038,"Notre Dame of Maryland University, 4701 North Charles Street, Baltimore, MD, United States, 21210",United States,7
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60028442,"Universidad Politécnica de Madrid, Avda. Ramiro de Maeztu, 7, Madrid, Madrid, Spain, 28040",Spain,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,115256099,"School of Computing, Jl.Telekomunikasi 1, Dayeuh Kolot, Bandung West Java, West Java, Indonesia, 40257",Indonesia,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,103051699,"Department of Micro-Nano Systems Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",Japan,7
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113845589,"Department of Computer Science, 21 Lower Kent Ridge Road, Singapore City, Singapore, 119077",Singapore,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60121697,"YARSI University, Menara YARSI, Kav. 13, Jl. Let. Jend. Suprapto. Cempaka Putih, Central Jakarta, Jakarta, Indonesia, 10510",Indonesia,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,118365643,"Kampus Baru UI Depok, Depok, Java, Indonesia, 16424",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104260943,"Graduate School of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",Japan,6
Indonesia,"Institut Teknologi Bandung, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",60069382,104757763,"School of Electrical Engineering and Informatics, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,118186130,"Department of Informatics, Bengkulu, Bengkulu, Indonesia, 38119",Indonesia,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,60106860,"Universitas Khairun, Jl. Pertamina Kampus II Unkhair Gambesi Kota, Ternate, Indonesia",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60026532,"Microsoft Corporation, One Microsoft Way, Redmond, WA, United States, 98052-6399",United States,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,118267876,"E-Government and E-Business Research Lab, Depok, Java, Indonesia, 16424",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60109077,"Universitas Pembangunan Nasional Veteran Jakarta, Jl. Rs. Fatmawati, Pondok Labu, Jakarta, Indonesia, 12450",Indonesia,6
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60024997,"University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD, United States, 21201",United States,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,112457975,"Department of Computing, Kent St, Bentley WA 6102, Perth, WA, Australia, 6845",Australia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113323340,"Department of Chemical Engineering, Jalan Dr. T. Mansur No. 9, Kampus Padang Bulan, Medan, North Sumatra, Indonesia, 20155",Indonesia,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,104757408,"Department of Occupational Health and Safety, Depok, Java, Indonesia, 16424",Indonesia,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,60008408,"University of Zagreb, Trg Republike Hrvatske 14, Zagreb, Croatia, 10000",Croatia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,112250893,"Electrical Engineering Department, Sekolah Tinggi Teknik - PLN, Jakarta, Indonesia, 60111",Indonesia,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,111197494,"Department of Mathematics, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,122246043,"Master Program of Communication Studies, Jl. Ir. Sutami 36 A, Surakarta, Central Java, Indonesia",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,118365643,"Kampus Baru UI Depok, Depok, Java, Indonesia, 16424",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104100909,"Center for Research Computing, Notre Dame, IN, United States",United States,6
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,100261271,"Department of Geography, Knoxville, TN, United States",United States,6
Italy,"Università di Pisa, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",60028868,60110404,"TECNALIA, Parque Científico y Tecnológico de Gipuzkoa. Mikeletegi Pasealekua 2, Donostia-San Sebastian, Guipuzcoa, Spain, 20009",Spain,6
United States,"Lamont-Doherty Earth Observatory, 61 Rte. 9W., Palisades, NY, United States, 10964",60033011,60082102,"Consortium for Ocean Leadership, Washington, D.C., DC, United States",United States,6
Indonesia,"Computer Siene Department, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",123304129,113730915,"Department of Computer Science, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,6
Indonesia,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",114292120,113730915,"Department of Computer Science, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,6
Italy,"Università di Pisa, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",60028868,60107956,"Hewlett Packard Enterprise, 3000 Hanover Street, Palo Alto, CA, United States, 94304-1112",United States,6
Italy,"Università di Pisa, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",60028868,60107900,"HP Italy Srl, Via Donat Cattin, 5, Cernusco sul Naviglio, Milan, Italy, 20063",Italy,6
Italy,"Intecs S.p.A., Polo di Att. Montacchiello, Loc. Ospedaletto, Pisa, Italy, 56121",105216101,115534586,"CONVERGE ICT Solutions and Services SA, 74 Panormou Street, Athens, Greece, 125 23",Greece,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,122273309,"School of Compputing, Jl.Telekomunikasi 1, Dayeuh Kolot, Bandung West Java, West Java, Indonesia, 40257",Indonesia,6
Thailand,"Kasetsart University, 50 Phahonyothin Road, Bangkok, Thailand",60021944,114292120,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,6
Indonesia,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",114292120,113397046,"School of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,112965775,"Department of Electrical Engineering, Depok, Java, Indonesia, 16424",Indonesia,6
Italy,"Faculty of Computer Science, Universitätsplatz 1 - piazza Università 1 I-39100 Bozen-Bolzano, Bozen-Bolzano, BZ, Italy, 39100",113461843,60000256,"Max Planck Institut für Informatik, Stuhlsatzenhausweg 85, Saarbrucken, Saarland, Germany, 66123",Germany,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,120805212,"STIKI Malang, J1. Raya Tidar No 100, Malang City, Malang, East Java, Indonesia, 65146",Indonesia,6
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,60028868,"Università di Pisa, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",Italy,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104757652,"Department of Biology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60106860,"Universitas Khairun, Jl. Pertamina Kampus II Unkhair Gambesi Kota, Ternate, Indonesia",Indonesia,6
United States,"International Technological University, FPC Consultancy, Los Altos Hills, Sunnyvale, CA, United States, 94085",100840220,60028868,"Università di Pisa, Lung'Arno Pacinotti 43, Pisa, PI, Italy, 56126",Italy,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121035669,"Technology and Higher Education of the Republic of Indonesia, Jakarta, Java, Indonesia",Indonesia,6
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104758235,"Research Center for Limnology, Jakarta, Java, Indonesia",Indonesia,6
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,108173563,"Computer Science Faculty, Depok, Java, Indonesia, 16424",Indonesia,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121970579,"Universitas, Malang, Malang, West Java, Indonesia, 65144",Indonesia,5
United States,"Woods Hole Oceanographic Institution, 266 Woods Hole Road, Woods Hole, MA, United States, 02543-1050",60013609,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,5
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,122698746,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",Germany,5
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,104100909,"Center for Research Computing, Notre Dame, IN, United States",United States,5
Indonesia,"Universitas Indonesia, Depok, Java, Indonesia, 16424",60069377,118736414,"STMIK Palangkaraya, Palangkaraya, Kalimantan Tengah, Indonesia, 74874",Indonesia,5
United States,"Woods Hole Oceanographic Institution, 266 Woods Hole Road, Woods Hole, MA, United States, 02543-1050",60013609,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60102083,"Shenzhen Institute of Advanced Technology, Xueyuan avenue 1068, Shenzhen University Town, Shenzhen, China, 518055",China,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,108208968,"Computer Engineering, Wellesely Road, Shivajinagar, Pune, MH, India, 411005",India,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60008950,"Australian National University, Canberra, ACT, Australia, 200",Australia,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60103730,"Telkom University, Jl.Telekomunikasi 1, Dayeuh Kolot, Bandung West Java, West Java, Indonesia, 40257",Indonesia,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,120729067,"Computerized Accounting, STMIK GI MDP, Palembang, Palembang, Indonesia",Indonesia,5
Australia,"Australian National University, Canberra, ACT, Australia, 200",60008950,60102083,"Shenzhen Institute of Advanced Technology, Xueyuan avenue 1068, Shenzhen University Town, Shenzhen, China, 518055",China,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60002014,"The Royal Institute of Technology (KTH), Valhallavagen 79, Stockholm, Stockholm, Sweden, 100 44",Sweden,5
Japan,"Nara Institute of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",60025017,104416009,"Language Technologies Institute, 5000 Forbes Avenue, Pittsburgh, PA, United States, 15213",United States,5
Indonesia,"Faculty of Computer Science, Palembang, Palembang, Indonesia, 30128",118668751,122540858,"Department of InformationSystem, Palembang, Palembang, Indonesia, 30128",Indonesia,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113185784,"Department of Industrial Engineering and Management, PO Box 8000, Oulu, Finland, 90014",Finland,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,100458054,"Bogor Institute of Agricultural Sciences, Baranangsiang IPB Campus, Bogor, West Java, Indonesia, 16143",Indonesia,5
Japan,"Nara Institute of Science and Technology, 8916-5 Takayamacho, Ikoma, Nara, Japan, 630-0192",60025017,60032325,"Japan National Institute of Information and Communications Technology, 4-2-1 Nukuikitamachi, Koganei, Tokyo, Japan, 184-8795",Japan,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60069385,"Universitas Diponegoro, Semarang, Central Java, Indonesia",Indonesia,5
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,105843273,"Department of Dental Materials, Depok, Java, Indonesia, 16424",Indonesia,5
Indonesia,"Department of Information Systems, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",114292120,121800542,"Regional English Language Office (RELO), United State of America (USA), Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,5
Denmark,"Department of Business Development and Technology, Nordre Ringgade 1, Aarhus, Denmark, 8000",106597813,108208968,"Computer Engineering, Wellesely Road, Shivajinagar, Pune, MH, India, 411005",India,5
