funding,keyword,sum_paper
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,glvq,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,spectrum auction,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,smra,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,combinatorial clock auction,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,cca,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,activity rule-based,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,overlapping,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,otsu,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,image pap smear,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,pap smear,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,hierarchical decision,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,approach (had),1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,tsp,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,parallel clonal selection algorithm,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,mpi.net,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,message passing model,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,csa,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,clonal selection algorithm,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,bayesian,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,neural network (nn),1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,feature selection,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,human resource management,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,spectrum frequency auction,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,overlapped areas,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,overlapped cell segmentation,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,optimization,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,knowledge management model,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,government human capital,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,pca,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,government human capital management,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,systematic review,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,speech recognition,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,entropy,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,natural language processing systems,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,service quality,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,information use,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,gray level thresholding,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,neural networks,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,knowledge management,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,indonesia,1
PUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,information systems,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,bagging,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,open source system,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,odoo payroll,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,asap,1
Post Doctoral Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,nucleus detection,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,analytic hierarchy process,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,purchase intention,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,ahp,1
Hibah PITTA - Universitas Indonesia,bootstrapping,1
Hibah PITTA - Universitas Indonesia,medical speech corpus,1
Hibah PITTA - Universitas Indonesia,indonesian automatic speech recognition,1
Hibah PITTA - Universitas Indonesia,word boundary detection,1
Hibah PITTA - Universitas Indonesia,3-dimensional convolutional neural network,1
Hibah PITTA - Universitas Indonesia,long-short-term-memory network,1
Hibah PITTA - Universitas Indonesia,crack growth rate,1
Hibah PITTA - Universitas Indonesia,bi-directional lstm,1
Hibah PITTA - Universitas Indonesia,visual speech,1
Hibah PITTA - Universitas Indonesia,single-modal,1
Hibah PITTA - Universitas Indonesia,simple structures,1
Hibah PITTA - Universitas Indonesia,automatic speech recognition,1
Hibah PITTA - Universitas Indonesia,audio-visual speech,1
Hibah PITTA - Universitas Indonesia,acoustic speech,1
Hibah PITTA - Universitas Indonesia,visual speech recognition,1
Hibah PITTA - Universitas Indonesia,variable length,1
Hibah PITTA - Universitas Indonesia,spatio temporal features,1
Hibah PITTA - Universitas Indonesia,silent speech interfaces,1
Hibah PITTA - Universitas Indonesia,audition,1
Hibah PITTA - Universitas Indonesia,product title,1
Hibah PITTA - Universitas Indonesia,attributes extraction,1
Hibah PITTA - Universitas Indonesia,cryptocurrency,1
Hibah PITTA - Universitas Indonesia,text corpus,1
Hibah PITTA - Universitas Indonesia,hypernym-hyponym,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,pls-sem,1
Hibah PITTA - Universitas Indonesia,pattern extraction,1
Hibah PITTA - Universitas Indonesia,classifier performance,1
Hibah PITTA - Universitas Indonesia,glass,1
Hibah PITTA - Universitas Indonesia,toddler fingerprint recognition,1
Hibah PITTA - Universitas Indonesia,ridge,1
Hibah PITTA - Universitas Indonesia,minutia,1
Hibah PITTA - Universitas Indonesia,feedback mechanism,1
Hibah PITTA - Universitas Indonesia,health care,1
Hibah PITTA - Universitas Indonesia,sentence classifiers,1
Hibah PITTA - Universitas Indonesia,question identifications,1
Hibah PITTA - Universitas Indonesia,healthcare forums,1
Hibah PITTA - Universitas Indonesia,health,1
Hibah PITTA - Universitas Indonesia,question-answering services,1
Hibah PITTA - Universitas Indonesia,personalized healths,1
Hibah PITTA - Universitas Indonesia,dictionary-based,1
Hibah PITTA - Universitas Indonesia,consumer healths,1
Hibah PITTA - Universitas Indonesia,stance detection,1
Hibah PITTA - Universitas Indonesia,political text analytics,1
Hibah PITTA - Universitas Indonesia,blog,1
Hibah PITTA - Universitas Indonesia,indonesian tweet,1
Hibah PITTA - Universitas Indonesia,feature engineering,1
Hibah PITTA - Universitas Indonesia,emotion classification,1
Hibah PITTA - Universitas Indonesia,artificial neural network (ann),1
Hibah PITTA - Universitas Indonesia,app review,1
Hibah PITTA - Universitas Indonesia,social media campaign,1
Hibah PITTA - Universitas Indonesia,sentistrength,1
Hibah PITTA - Universitas Indonesia,mobile applications,1
Hibah PITTA - Universitas Indonesia,e-learning environment,1
Hibah PITTA - Universitas Indonesia,mobile computing,1
Hibah PITTA - Universitas Indonesia,measure the achievement,1
Hibah PITTA - Universitas Indonesia,educational data mining,1
Hibah PITTA - Universitas Indonesia,e-learning system,1
Hibah PITTA - Universitas Indonesia,it adoption,1
Hibah PITTA - Universitas Indonesia,cloud-based system,1
Hibah PITTA - Universitas Indonesia,zachman's framework,1
Hibah PITTA - Universitas Indonesia,tel,1
Hibah PITTA - Universitas Indonesia,technology enhanced learning,1
Hibah PITTA - Universitas Indonesia,facet analysis,1
Hibah PITTA - Universitas Indonesia,teachable agent,1
Hibah PITTA - Universitas Indonesia,learning outcome,1
Hibah PITTA - Universitas Indonesia,learning motivation,1
Hibah PITTA - Universitas Indonesia,agent role,1
Hibah PITTA - Universitas Indonesia,learning services,1
Hibah PITTA - Universitas Indonesia,engagement in learning,1
Hibah PITTA - Universitas Indonesia,emerging technologies,1
Hibah PITTA - Universitas Indonesia,adaptivity,1
Hibah PITTA - Universitas Indonesia,adaptive user interface,1
Hibah PITTA - Universitas Indonesia,mobile technology,1
Hibah PITTA - Universitas Indonesia,research and development,1
Hibah PITTA - Universitas Indonesia,system usability,1
Hibah PITTA - Universitas Indonesia,ckm,1
Hibah PITTA - Universitas Indonesia,abusive,1
Hibah PITTA - Universitas Indonesia,photo sharing,1
Hibah PITTA - Universitas Indonesia,engagement,1
Hibah PITTA - Universitas Indonesia,multilingual hate speech identification,1
Hibah PITTA - Universitas Indonesia,user reviews,1
Hibah PITTA - Universitas Indonesia,topic modeling,1
Hibah PITTA - Universitas Indonesia,automatic tagging,1
Hibah PITTA - Universitas Indonesia,key factor,1
Hibah PITTA - Universitas Indonesia,goals,1
Hibah PITTA - Universitas Indonesia,semantic heterogeneity,1
Hibah PITTA - Universitas Indonesia,user centered design,1
Hibah PITTA - Universitas Indonesia,multi-domain ontology,1
Hibah PITTA - Universitas Indonesia,library catalogue,1
Hibah PITTA - Universitas Indonesia,expertise,1
Hibah PITTA - Universitas Indonesia,bibliography,1
Hibah PITTA - Universitas Indonesia,tele-ecg,1
Hibah PITTA - Universitas Indonesia,server,1
Hibah PITTA - Universitas Indonesia,request,1
Hibah PITTA - Universitas Indonesia,maturity levels,1
Hibah PITTA - Universitas Indonesia,continuous improvements,1
Hibah PITTA - Universitas Indonesia,data compression techniques,1
Hibah PITTA - Universitas Indonesia,data encryption,1
Hibah PITTA - Universitas Indonesia,optimal performance,1
Hibah PITTA - Universitas Indonesia,entropy technique,1
Hibah PITTA - Universitas Indonesia,digital startup,1
Hibah PITTA - Universitas Indonesia,utaut2,1
Hibah PITTA - Universitas Indonesia,omni-channel,1
Hibah PITTA - Universitas Indonesia,digital business,1
Hibah PITTA - Universitas Indonesia,customer data protection,1
Hibah PITTA - Universitas Indonesia,par index system,1
Hibah PITTA - Universitas Indonesia,digital measurement,1
Hibah PITTA - Universitas Indonesia,2d,1
Hibah PITTA - Universitas Indonesia,wearable devices,1
Hibah PITTA - Universitas Indonesia,fpga implementations,1
Hibah PITTA - Universitas Indonesia,as distribution,1
Hibah PITTA - Universitas Indonesia,high level languages,1
Hibah PITTA - Universitas Indonesia,cardiovascular system,1
Hibah PITTA - Universitas Indonesia,blood vessels,1
Hibah PITTA - Universitas Indonesia,library of things,1
Hibah PITTA - Universitas Indonesia,indonesian bibliography,1
Hibah PITTA - Universitas Indonesia,radial basis function network,1
Hibah PITTA - Universitas Indonesia,multivariate,1
Hibah PITTA - Universitas Indonesia,scientific articles,1
Hibah PITTA - Universitas Indonesia,research quality,1
Hibah PITTA - Universitas Indonesia,research fund,1
Hibah PITTA - Universitas Indonesia,minimum viable product,1
Hibah PITTA - Universitas Indonesia,mvp,1
Hibah PITTA - Universitas Indonesia,startup,1
Hibah PITTA - Universitas Indonesia,startup sustainability,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,tam,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,trust,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,social media,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,e-government,1
PDUPT Research Grant - Ministry of Research Technology and Higher Education Republic of Indonesia,indonesia,1
Hibah PITTA - Universitas Indonesia,data collecting,1
Hibah PITTA - Universitas Indonesia,crowdsourcing,1
Hibah PITTA - Universitas Indonesia,strategic planning for information systems,1
Hibah PITTA - Universitas Indonesia,public service,1
Hibah PITTA - Universitas Indonesia,startup platform,1
Hibah PITTA - Universitas Indonesia,online motorcycle taxi,1
Hibah PITTA - Universitas Indonesia,startup continuity,1
Hibah PITTA - Universitas Indonesia,business model innovation,1
Hibah PITTA - Universitas Indonesia,ride-sharing,1
Hibah PITTA - Universitas Indonesia,ride-hailing,1
Hibah PITTA - Universitas Indonesia,misuse of mobile application,1
Hibah PITTA - Universitas Indonesia,extended deterrence theory,1
Hibah PITTA - Universitas Indonesia,personal data protection,1
Hibah PITTA - Universitas Indonesia,personal data,1
Hibah PITTA - Universitas Indonesia,partial least square-structural equation modeling,1
Hibah PITTA - Universitas Indonesia,customer satisfaction dimensions,1
Hibah PITTA - Universitas Indonesia,user motivation,1
Hibah PITTA - Universitas Indonesia,flip.id,1
Hibah PITTA - Universitas Indonesia,type of information,1
Hibah PITTA - Universitas Indonesia,human embryo,1
Hibah PITTA - Universitas Indonesia,embryo quality,1
Hibah PITTA - Universitas Indonesia,bag-of-visual-words,1
Hibah PITTA - Universitas Indonesia,secure iot (sit) algorithm,1
Hibah PITTA - Universitas Indonesia,encryption,1
Hibah PITTA - Universitas Indonesia,2d-spiht,1
Hibah PITTA - Universitas Indonesia,polynomial basis,1
Hibah PITTA - Universitas Indonesia,fpga.,1
Hibah PITTA - Universitas Indonesia,normal basis,1
Hibah PITTA - Universitas Indonesia,inversion,1
Hibah PITTA - Universitas Indonesia,object oriented metrics,1
Hibah PITTA - Universitas Indonesia,design quality,1
Hibah PITTA - Universitas Indonesia,ota,1
Hibah PITTA - Universitas Indonesia,james m. barker,1
Hibah PITTA - Universitas Indonesia,iata,1
Hibah PITTA - Universitas Indonesia,hesa,1
Hibah PITTA - Universitas Indonesia,flylist,1
Hibah PITTA - Universitas Indonesia,data maturity assessment,1
Hibah PITTA - Universitas Indonesia,individual,1
Hibah PITTA - Universitas Indonesia,interbank transfer,1
Hibah PITTA - Universitas Indonesia,free,1
Hibah PITTA - Universitas Indonesia,mouse embryos,1
Hibah PITTA - Universitas Indonesia,subjective assessments,1
Hibah PITTA - Universitas Indonesia,reputation,1
Hibah PITTA - Universitas Indonesia,loyalty,1
Hibah PITTA - Universitas Indonesia,theory of planned behavior,1
Hibah PITTA - Universitas Indonesia,indonesia tourism,1
Hibah PITTA - Universitas Indonesia,cognitive evaluation theory,1
Hibah PITTA - Universitas Indonesia,attachment theory,1
Hibah PITTA - Universitas Indonesia,types of information,1
Hibah PITTA - Universitas Indonesia,social user,1
Hibah PITTA - Universitas Indonesia,social recommendation,1
Hibah PITTA - Universitas Indonesia,social feature,1
Hibah PITTA - Universitas Indonesia,m-s-qual,1
Hibah PITTA - Universitas Indonesia,delivery-sourcing,1
Hibah PITTA - Universitas Indonesia,value chain analysis,1
Hibah PITTA - Universitas Indonesia,virality,1
Hibah PITTA - Universitas Indonesia,internet memes,1
Hibah PITTA - Universitas Indonesia,brand awareness,1
Hibah PITTA - Universitas Indonesia,and e-commerce,1
Hibah PITTA - Universitas Indonesia,social media marketing,1
Hibah PITTA - Universitas Indonesia,self-construal,1
Hibah PITTA - Universitas Indonesia,photo/video contest campaign,1
Hibah PITTA - Universitas Indonesia,interdependent self-construal,1
Hibah PITTA - Universitas Indonesia,express delivery,1
KOICA Republic of Korea,cps,1
