dosen_fasilkom,h_index,full_name,id_author,keyword,sum_paper
no,1,Winangsari Pradani,56703537300,cultural heritage,1
no,1,Winangsari Pradani,56703537300,javanesse character recognition,1
no,0,Nilamsari Putri Utami,57202151978,expectation-confirmation model,1
no,0,Nilamsari Putri Utami,57202151978,continuance intention,1
no,0,Muhammad Baharudin Jusuf,57194717741,risks,1
no,0,Muhammad Baharudin Jusuf,57194717741,costs,1
no,0,Muhammad Baharudin Jusuf,57194717741,balance scorecard,1
no,0,Muhammad Baharudin Jusuf,57194717741,perceived enjoyment,1
no,0,Muhammad Baharudin Jusuf,57194717741,mobile banking,1
no,0,Muhammad Baharudin Jusuf,57194717741,intrinsic,1
no,0,Muhammad Baharudin Jusuf,57194717741,expectation-confirmation model,1
no,0,Muhammad Baharudin Jusuf,57194717741,opportunities,1
no,0,Muhammad Baharudin Jusuf,57194717741,itil,1
no,0,Muhammad Baharudin Jusuf,57194717741,benefits,1
no,0,Muhammad Baharudin Jusuf,57194717741,continuance intention,1
no,2,Mochamad Wahyudi,57144449500,nucleus detection,1
no,2,Mochamad Wahyudi,57144449500,gray level thresholding,1
no,2,Mochamad Wahyudi,57144449500,bayesian,1
no,2,Mochamad Wahyudi,57144449500,inflammatory cells,1
no,2,Mochamad Wahyudi,57144449500,pap smear images,1
no,2,Mochamad Wahyudi,57144449500,k-means,1
no,1,Winangsari Pradani,56703537300,data collecting,1
no,1,Winangsari Pradani,56703537300,crowdsourcing,1
no,1,Muhamad Soleh,57203063873,principal component analysis,1
no,1,Muhamad Soleh,57203063873,classification (of information),1
no,1,Muhamad Soleh,57203063873,neural network,1
no,5,Arief Ramadhan,53264599300,inventory management,1
no,5,Arief Ramadhan,53264599300,sms advertising,1
no,5,Arief Ramadhan,53264599300,e-mail advertising,1
no,5,Arief Ramadhan,53264599300,costumer attitude,1
no,5,Arief Ramadhan,53264599300,comparative analysis,1
no,5,Arief Ramadhan,53264599300,sales prediction model,1
no,5,Arief Ramadhan,53264599300,rfm,1
no,5,Arief Ramadhan,53264599300,multi-products,1
no,5,Arief Ramadhan,53264599300,meta-synthesis,1
no,5,Arief Ramadhan,53264599300,maturity framework,1
no,5,Arief Ramadhan,53264599300,city,1
no,5,Arief Ramadhan,53264599300,follower,1
no,5,Arief Ramadhan,53264599300,transportation service,1
no,5,Arief Ramadhan,53264599300,mobile purchase,1
no,5,Arief Ramadhan,53264599300,availability and accessibility,1
no,5,Arief Ramadhan,53264599300,soft systems,1
no,5,Arief Ramadhan,53264599300,focus groups,1
no,5,Arief Ramadhan,53264599300,failure factors,1
no,5,Arief Ramadhan,53264599300,expected benefits,1
no,5,Arief Ramadhan,53264599300,agriculture,1
no,5,Arief Ramadhan,53264599300,web-based system,1
no,5,Arief Ramadhan,53264599300,government officials,1
no,5,Arief Ramadhan,53264599300,social media advertising,1
no,5,Arief Ramadhan,53264599300,pharmacy,1
no,1,Muhamad Soleh,57203063873,feature extraction,1
no,5,Arief Ramadhan,53264599300,sequential pattern analysis,1
no,1,Muhamad Soleh,57203063873,deep learning,1
no,1,Mohammad Agung Wibowo,57203063403,javanesse character recognition,1
no,1,Mohammad Agung Wibowo,57203063403,convolution,1
no,1,Mohammad Agung Wibowo,57203063403,cnn,1
no,1,Mohammad Agung Wibowo,57203063403,neural network,1
no,1,Mohammad Agung Wibowo,57203063403,deep learning,1
no,2,Oemie Kalsoem,56906981800,overlapped cell segmentation,1
no,2,Oemie Kalsoem,56906981800,overlapped areas,1
no,2,Oemie Kalsoem,56906981800,inflammatory cells,1
no,2,Oemie Kalsoem,56906981800,pap smear images,1
no,8,Tati Latifah Rajab Mengko,14019972600,overlapped cell segmentation,1
no,8,Tati Latifah Rajab Mengko,14019972600,overlapped areas,1
no,8,Tati Latifah Rajab Mengko,14019972600,inflammatory cells,1
no,8,Tati Latifah Rajab Mengko,14019972600,pap smear images,1
no,11,Dwi Hendratmo Widyantoro,6602725346,vector representation,1
no,11,Dwi Hendratmo Widyantoro,6602725346,relation tuple similarity,1
no,11,Dwi Hendratmo Widyantoro,6602725346,open-domain relation tuple,1
no,11,Dwi Hendratmo Widyantoro,6602725346,overlapped cell segmentation,1
no,11,Dwi Hendratmo Widyantoro,6602725346,overlapped areas,1
no,11,Dwi Hendratmo Widyantoro,6602725346,inflammatory cells,1
no,11,Dwi Hendratmo Widyantoro,6602725346,pap smear images,1
no,1,Mutia Ovirza,57196027655,consumer behavior,1
no,1,Mutia Ovirza,57196027655,perceived value,1
no,1,Mutia Ovirza,57196027655,electronic word of mouth,1
no,2,Devi Fitrianah,55990199600,cop,1
no,2,Devi Fitrianah,55990199600,android application,1
no,2,Devi Fitrianah,55990199600,spatio-temporal data mining,1
no,2,Devi Fitrianah,55990199600,potential fishing zone (pfz),1
no,2,Devi Fitrianah,55990199600,oceanographic characteristics,1
no,2,Devi Fitrianah,55990199600,quality factor,1
no,2,Devi Fitrianah,55990199600,ahp information systems,1
no,2,Devi Fitrianah,55990199600,type of participation,1
no,2,Devi Fitrianah,55990199600,kms,1
no,2,Devi Fitrianah,55990199600,km,1
no,2,Devi Fitrianah,55990199600,individual performance,1
no,2,Devi Fitrianah,55990199600,community performance,1
no,0,Samuel Rizal Harahap,57193741928,kms,1
no,2,Devi Fitrianah,55990199600,communities of practice,1
no,2,Devi Fitrianah,55990199600,conceptual frameworks,1
no,2,Devi Fitrianah,55990199600,software as a service,1
no,2,Devi Fitrianah,55990199600,saas,1
no,2,Devi Fitrianah,55990199600,organisational performance,1
no,2,Devi Fitrianah,55990199600,knowledge management systems,1
no,2,Devi Fitrianah,55990199600,critical factors,1
no,2,Devi Fitrianah,55990199600,business process,1
no,2,Devi Fitrianah,55990199600,enterprise architecture,1
no,2,Devi Fitrianah,55990199600,partial least square,1
no,2,Devi Fitrianah,55990199600,e-fishing logbook,1
no,2,Devi Fitrianah,55990199600,fishing data management,1
no,2,Devi Fitrianah,55990199600,mobile documentation,1
no,2,Devi Fitrianah,55990199600,grid-density based clustering,1
no,0,Samuel Rizal Harahap,57193741928,individual performance,1
no,0,Samuel Rizal Harahap,57193741928,cop,1
no,0,Samuel Rizal Harahap,57193741928,community performance,1
no,0,Samuel Rizal Harahap,57193741928,communities of practice,1
no,0,Samuel Rizal Harahap,57193741928,organisational performance,1
no,0,Samuel Rizal Harahap,57193741928,knowledge management systems,1
no,0,Samuel Rizal Harahap,57193741928,partial least square,1
no,0,Samuel Rizal Harahap,57193741928,knowledge sharing,1
no,0,Samuel Rizal Harahap,57193741928,pls,1
no,0,Samuel Rizal Harahap,57193741928,knowledge management,1
no,0,Samuel Rizal Harahap,57193741928,indonesia,1
no,2,Devi Fitrianah,55990199600,integrated system architecture,1
no,2,Devi Fitrianah,55990199600,fishery data management,1
no,2,Devi Fitrianah,55990199600,fisheries,1
no,2,Devi Fitrianah,55990199600,integrated designs,1
no,2,Devi Fitrianah,55990199600,integrated applications,1
no,2,Devi Fitrianah,55990199600,information layers,1
no,2,Devi Fitrianah,55990199600,fishery management,1
no,2,Devi Fitrianah,55990199600,temporal aggregate,1
no,2,Devi Fitrianah,55990199600,spatio-temporal clustering,1
no,2,Devi Fitrianah,55990199600,potential fishing zone,1
no,2,Devi Fitrianah,55990199600,critical success factor,1
no,2,Devi Fitrianah,55990199600,information management,1
no,2,Devi Fitrianah,55990199600,analytic hierarchy process,1
no,1,Gilang Pamenan,57194651533,knowledge quality,1
no,1,Gilang Pamenan,57194651533,knowledge management systems,1
no,1,Gilang Pamenan,57194651533,is success model,1
no,1,Gilang Pamenan,57194651533,system quality,1
no,1,Gilang Pamenan,57194651533,continuance intention,1
no,1,Gilang Pamenan,57194651533,knowledge management,1
no,0,Shelvy Arini,57194420367,risks,1
no,0,Shelvy Arini,57194420367,costs,1
no,0,Shelvy Arini,57194420367,balance scorecard,1
no,0,Shelvy Arini,57194420367,opportunities,1
no,0,Shelvy Arini,57194420367,itil,1
no,0,Shelvy Arini,57194420367,benefits,1
no,1,Sasivimol Meeampol,57195919380,sustainability performance,1
no,1,Sasivimol Meeampol,57195919380,structure equation model.,1
no,1,Sasivimol Meeampol,57195919380,enterprise performance,1
no,1,Sasivimol Meeampol,57195919380,enterprise development,1
no,1,Sasivimol Meeampol,57195919380,sustainability,1
no,1,Sasivimol Meeampol,57195919380,learning,1
no,1,Chavatip Chindavijak,57195917355,sustainability performance,1
no,1,Chavatip Chindavijak,57195917355,structure equation model.,1
no,1,Chavatip Chindavijak,57195917355,enterprise performance,1
no,1,Chavatip Chindavijak,57195917355,enterprise development,1
no,1,Gilang Pamenan,57194651533,expectation confirmation model,1
no,1,Gilang Pamenan,57194651533,post adoption behavior,1
no,2,Devi Fitrianah,55990199600,knowledge sharing,1
no,2,Ervi Cofriyanti,55848102300,indonesia,1
no,2,Devi Fitrianah,55990199600,data integration,1
no,2,Devi Fitrianah,55990199600,service quality,1
no,2,Devi Fitrianah,55990199600,cloud computing,1
no,2,Devi Fitrianah,55990199600,pls,1
no,2,Devi Fitrianah,55990199600,knowledge management,1
no,2,Ervi Cofriyanti,55848102300,it utilisation,1
no,2,Ervi Cofriyanti,55848102300,internal and external organisational factors,1
no,2,Ervi Cofriyanti,55848102300,post adoption behavior,1
no,2,Ervi Cofriyanti,55848102300,knowledge quality,1
no,2,Ervi Cofriyanti,55848102300,expectation confirmation model,1
no,2,Ervi Cofriyanti,55848102300,organisational performance,1
no,2,Ervi Cofriyanti,55848102300,knowledge management systems,1
no,2,Ervi Cofriyanti,55848102300,is success model,1
no,2,Ervi Cofriyanti,55848102300,small and medium enterprises,1
no,2,Ervi Cofriyanti,55848102300,system quality,1
no,2,Ervi Cofriyanti,55848102300,continuance intention,1
no,2,Ervi Cofriyanti,55848102300,innovation,1
no,2,Ervi Cofriyanti,55848102300,information technology,1
no,2,Ervi Cofriyanti,55848102300,learning,1
no,2,Ervi Cofriyanti,55848102300,smes,1
no,2,Ervi Cofriyanti,55848102300,knowledge management,1
no,0,Samuel Rizal Harahap,57193741928,km,1
no,0,Samuel Rizal Harahap,57193741928,type of participation,1
no,1,Chavatip Chindavijak,57195917355,learning,1
no,2,Hisyam Fahmi,56119284600,rgb colors,1
no,1,Gayuh Prima Pikarti,57192377502,it-business strategic alignment,1
no,1,Gayuh Prima Pikarti,57192377502,it infrastructure flexibility,1
no,1,Gayuh Prima Pikarti,57192377502,partial least squares,1
no,1,Diyah Utari,57189852491,organizational learning,1
no,1,Diyah Utari,57189852491,non-financial performance,1
no,1,Diyah Utari,57189852491,make award,1
no,1,Diyah Utari,57189852491,knowledge management adoption,1
no,1,Diyah Utari,57189852491,knowledge management,1
no,1,Diyah Utari,57189852491,indonesia,1
no,2,Hisyam Fahmi,56119284600,segmentation methods,1
no,2,Hisyam Fahmi,56119284600,gray level co occurrence matrix(glcm),1
no,1,Yan Yonathan Rotinsulu,57192645368,indonesia,1
no,2,Hisyam Fahmi,56119284600,graph cut,1
no,2,Hisyam Fahmi,56119284600,features sets,1
no,2,Hisyam Fahmi,56119284600,sequential forward floating selection,1
no,2,Hisyam Fahmi,56119284600,feature reduction,1
no,2,Hisyam Fahmi,56119284600,batik retrieval,1
no,2,Hisyam Fahmi,56119284600,temporal aggregate,1
no,2,Hisyam Fahmi,56119284600,spatio-temporal clustering,1
no,2,Hisyam Fahmi,56119284600,potential fishing zone,1
no,2,Hisyam Fahmi,56119284600,grid-density based clustering,1
no,2,Hisyam Fahmi,56119284600,spatio-temporal data mining,1
no,1,Gayuh Prima Pikarti,57192377502,luftman,1
no,2,Edson Yahuda Putra,57192379966,partial least squares,1
no,2,Edson Yahuda Putra,57192379966,it infrastructure flexibility,1
no,2,Edson Yahuda Putra,57192379966,it-business strategic alignment,1
no,0,Moehammad Arief Furqon,57199553329,structural equational modeling,1
no,0,Moehammad Arief Furqon,57199553329,acceptance,1
no,0,Moehammad Arief Furqon,57199553329,utaut,1
no,0,Moehammad Arief Furqon,57199553329,pls,1
no,0,Moehammad Arief Furqon,57199553329,tam,1
no,0,Moehammad Arief Furqon,57199553329,sem,1
no,0,Urszula Skurzynska-Sikora,57189684437,educational reform,1
no,0,Urszula Skurzynska-Sikora,57189684437,social enterprise,1
no,0,Urszula Skurzynska-Sikora,57189684437,project-based learning,1
no,0,Kurniadi Setiono,57189686030,educational reform,1
no,0,Kurniadi Setiono,57189686030,social enterprise,1
no,0,Kurniadi Setiono,57189686030,project-based learning,1
no,1,Hana Fitriani,57192397067,web communities,1
no,1,Hana Fitriani,57192397067,technological environment,1
no,1,Hana Fitriani,57192397067,stimulus-organismic-response model,1
no,1,Hana Fitriani,57192397067,social environment,1
no,1,Hana Fitriani,57192397067,citizen media,1
no,1,Hana Fitriani,57192397067,citizen journalism,1
no,1,Hana Fitriani,57192397067,knowledge sharing,1
no,1,Hana Fitriani,57192397067,indonesia,1
no,2,Edson Yahuda Putra,57192379966,luftman,1
no,2,Hisyam Fahmi,56119284600,potential fishing zone (pfz),1
no,2,Hisyam Fahmi,56119284600,oceanographic characteristics,1
no,2,Hisyam Fahmi,56119284600,complex background,1
no,1,Haya Rizqi Fajrina,56626091000,patient,1
no,1,Haya Rizqi Fajrina,56626091000,healthcare,1
no,1,Haya Rizqi Fajrina,56626091000,csfs,1
no,1,Haya Rizqi Fajrina,56626091000,industry,1
no,1,Haya Rizqi Fajrina,56626091000,hospital information system,1
no,1,Haya Rizqi Fajrina,56626091000,critical success factors,1
no,1,Haya Rizqi Fajrina,56626091000,service quality,1
no,1,Haya Rizqi Fajrina,56626091000,indonesia,1
no,1,Haya Rizqi Fajrina,56626091000,information systems,1
no,4,Bordin Rassameethes,6507726552,sustainability performance,1
no,4,Bordin Rassameethes,6507726552,structure equation model.,1
no,4,Bordin Rassameethes,6507726552,learning,1
no,0,Pornthep Anusornnitisarn,56022004700,sustainability performance,1
no,0,Pornthep Anusornnitisarn,56022004700,structure equation model.,1
no,0,Pornthep Anusornnitisarn,56022004700,learning,1
no,1,Yan Yonathan Rotinsulu,57192645368,quality factor,1
no,1,Yan Yonathan Rotinsulu,57192645368,ahp information systems,1
no,1,Yan Yonathan Rotinsulu,57192645368,software as a service,1
no,1,Yan Yonathan Rotinsulu,57192645368,saas,1
no,1,Yan Yonathan Rotinsulu,57192645368,analytic hierarchy process,1
no,1,Yan Yonathan Rotinsulu,57192645368,service quality,1
no,1,Yan Yonathan Rotinsulu,57192645368,cloud computing,1
no,1,Haya Rizqi Fajrina,56626091000,hospital service quality,1
no,1,Haya Rizqi Fajrina,56626091000,perception,1
no,2,Hisyam Fahmi,56119284600,gaussian mixture model,1
no,1,Haya Rizqi Fajrina,56626091000,expectation,1
no,2,Hisyam Fahmi,56119284600,feature selection,1
no,2,Hisyam Fahmi,56119284600,image segmentation,1
no,2,Hisyam Fahmi,56119284600,graphic methods,1
no,2,Hisyam Fahmi,56119284600,principal component analysis,1
no,2,Hisyam Fahmi,56119284600,data integration,1
no,2,Hisyam Fahmi,56119284600,computer science,1
no,2,Hisyam Fahmi,56119284600,information systems,1
no,3,Jonson Lumban Gaol,56958634200,temporal aggregate,1
no,3,Jonson Lumban Gaol,56958634200,spatio-temporal clustering,1
no,3,Jonson Lumban Gaol,56958634200,potential fishing zone,1
no,3,Jonson Lumban Gaol,56958634200,grid-density based clustering,1
no,3,Jonson Lumban Gaol,56958634200,spatio-temporal data mining,1
no,3,Jonson Lumban Gaol,56958634200,potential fishing zone (pfz),1
no,3,Jonson Lumban Gaol,56958634200,oceanographic characteristics,1
no,3,Jonson Lumban Gaol,56958634200,data integration,1
no,1,Haya Rizqi Fajrina,56626091000,synthesising,1
no,1,Haya Rizqi Fajrina,56626091000,public hospital,1
no,1,Haya Rizqi Fajrina,56626091000,his,1
no,1,Haya Rizqi Fajrina,56626091000,enterprise,1
no,1,Haya Rizqi Fajrina,56626091000,enterprise architectures,1
no,1,Haya Rizqi Fajrina,56626091000,servqual,1
no,1,Chavatip Chindavijak,57195917355,sustainability,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,tows,1
no,1,Mutia Ovirza,57196027655,information searching,1
no,1,Wahyu Budi Anggoro,57208960349,knowledge utilization,1
no,0,Solikin Gitik,57194211796,updated d&m is success model,1
no,0,Solikin Gitik,57194211796,quality of information systems,1
no,0,Solikin Gitik,57194211796,qfd,1
no,0,Solikin Gitik,57194211796,kano model,1
no,0,Solikin Gitik,57194211796,edms,1
no,0,Erma Nindiaswari,57194216833,updated d&m is success model,1
no,0,Erma Nindiaswari,57194216833,quality of information systems,1
no,0,Erma Nindiaswari,57194216833,qfd,1
no,0,Erma Nindiaswari,57194216833,kano model,1
no,0,Erma Nindiaswari,57194216833,edms,1
no,1,Wahyu Budi Anggoro,57208960349,knowledge contribution,1
no,1,Dinda Sigmawaty,57194948090,politics,1
no,1,Wahyu Budi Anggoro,57208960349,knowledge collection,1
no,1,Wahyu Budi Anggoro,57208960349,information system success model,1
no,1,Wahyu Budi Anggoro,57208960349,structural equational modeling,1
no,1,Wahyu Budi Anggoro,57208960349,social cognitive theory,1
no,1,Wahyu Budi Anggoro,57208960349,partial least square,1
no,1,Wahyu Budi Anggoro,57208960349,knowledge,1
no,1,Wahyu Budi Anggoro,57208960349,knowledge sharing,1
no,1,Wahyu Budi Anggoro,57208960349,pls,1
no,1,Wahyu Budi Anggoro,57208960349,sem,1
no,1,Muhammad Reza,57194541043,sem-pls,1
no,0,Wulan Indriani,57194209488,cloud computing,1
no,0,Wulan Indriani,57194209488,ahp,1
no,0,Wulan Indriani,57194209488,information technology,1
no,0,Wulan Indriani,57194209488,bcor,1
no,1,Dinda Sigmawaty,57194948090,sentiment analysis,1
no,1,Dinda Sigmawaty,57194948090,machine learning,1
no,1,Dinda Sigmawaty,57194948090,twitter,1
no,1,DInna Amelina,57193133103,web 2.0,1
no,1,DInna Amelina,57193133103,social crm,1
no,1,DInna Amelina,57193133103,ahp,1
no,1,DInna Amelina,57193133103,social media,1
no,1,M. Y.G.G. Reta,57193826327,sla,1
no,1,M. Y.G.G. Reta,57193826327,services,1
no,1,M. Y.G.G. Reta,57193826327,service level agreement,1
no,1,M. Y.G.G. Reta,57193826327,g2c,1
no,1,M. Y.G.G. Reta,57193826327,inhibiting factors,1
no,1,M. Y.G.G. Reta,57193826327,dematel,1
no,1,M. Y.G.G. Reta,57193826327,adoption,1
no,1,M. Y.G.G. Reta,57193826327,e-government,1
no,1,Rahmi Johanes,57193826162,system characteristis,1
no,1,Rahmi Johanes,57193826162,online review,1
no,1,Rahmi Johanes,57193826162,intention to travel,1
no,1,Rahmi Johanes,57193826162,information characteristic,1
no,1,Rahmi Johanes,57193826162,informant characteristic,1
no,0,Wulan Indriani,57194209488,cloud deployment,1
no,1,Muhammad Reza,57194541043,acceptance,1
no,1,Muhammad Reza,57194541043,technology acceptance model,1
no,1,Muhammad Reza,57194541043,hospital information system,1
no,2,Pinkie Anggia,56119371400,organizational cultures,1
no,2,Pinkie Anggia,56119371400,knowledge management implementations,1
no,2,Pinkie Anggia,56119371400,perceived value,1
no,2,Pinkie Anggia,56119371400,consumer behavior,1
no,2,Pinkie Anggia,56119371400,partial least square (pls),1
no,2,Pinkie Anggia,56119371400,knowledge based systems,1
no,2,Pinkie Anggia,56119371400,knowledge management process,1
no,2,Pinkie Anggia,56119371400,literature studies,1
no,2,Pinkie Anggia,56119371400,organizational culture,1
no,2,Pinkie Anggia,56119371400,human resource management,1
no,2,Pinkie Anggia,56119371400,structural equation modeling,1
no,2,Pinkie Anggia,56119371400,critical success factor,1
no,2,Pinkie Anggia,56119371400,research,1
no,2,Pinkie Anggia,56119371400,model,1
no,2,Pinkie Anggia,56119371400,knowledge management system,1
no,2,Pinkie Anggia,56119371400,information management,1
no,2,Pinkie Anggia,56119371400,framework,1
no,2,Pinkie Anggia,56119371400,trust,1
no,2,Pinkie Anggia,56119371400,e-commerce,1
no,2,Pinkie Anggia,56119371400,indonesia,1
no,2,Pinkie Anggia,56119371400,computer science,1
no,1,Mutia Ovirza,57196027655,online group buying,1
no,2,Pinkie Anggia,56119371400,top management support,1
no,2,Pinkie Anggia,56119371400,management information systems,1
no,1,I. Y. Made Dhanar,57194550912,sem-pls,1
no,2,Pinkie Anggia,56119371400,electronic word of mouth,1
no,1,I. Y. Made Dhanar,57194550912,acceptance,1
no,1,I. Y. Made Dhanar,57194550912,technology acceptance model,1
no,1,I. Y. Made Dhanar,57194550912,hospital information system,1
no,1,Junario Wibawa,57194545619,continuous improvement,1
no,1,Junario Wibawa,57194545619,is success model,1
no,1,Junario Wibawa,57194545619,quality function deployment,1
no,1,Junario Wibawa,57194545619,hospital information system,1
no,2,Pinkie Anggia,56119371400,several variables,1
no,2,Pinkie Anggia,56119371400,education and training,1
no,2,Pinkie Anggia,56119371400,societies and institutions,1
no,2,Pinkie Anggia,56119371400,management science,1
no,2,Pinkie Anggia,56119371400,least squares approximations,1
no,2,Pinkie Anggia,56119371400,healthcare organization,1
no,2,Pinkie Anggia,56119371400,quantitative method,1
no,2,Pinkie Anggia,56119371400,organizational activities,1
no,2,Pinkie Anggia,56119371400,knowledge management technology,1
no,2,Pinkie Anggia,56119371400,knowledge database,1
no,2,Pinkie Anggia,56119371400,analytical approach,1
no,2,Pinkie Anggia,56119371400,office buildings,1
no,2,Pinkie Anggia,56119371400,online group buying,1
no,2,Pinkie Anggia,56119371400,information searching,1
no,1,Dinda Sigmawaty,57194948090,nlp,1
no,1,Fitriasari Nurhidayati,57194948202,systematic literature review,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,green it,1
no,0,Nina Meilatinova,57200534416,sem,1
no,0,Gde Panji Diarsa,57200120368,public information,1
no,0,Gde Panji Diarsa,57200120368,confkatory factor analysis,1
no,0,Gde Panji Diarsa,57200120368,cfa,1
no,0,Gde Panji Diarsa,57200120368,service quality,1
no,0,Gde Panji Diarsa,57200120368,pls,1
no,0,Nina Meilatinova,57200534416,caatt,1
no,0,Nina Meilatinova,57200534416,technology acceptance,1
no,0,Nina Meilatinova,57200534416,audit,1
no,0,Nina Meilatinova,57200534416,pls,1
no,0,Nina Meilatinova,57200534416,tam,1
no,1,Rike Novisia Kasayu,57195223331,software development projects,1
no,1,Fitriasari Nurhidayati,57194948202,twitter,1
no,1,Rike Novisia Kasayu,57195223331,scope management,1
no,1,Rike Novisia Kasayu,57195223331,slr,1
no,1,Rike Novisia Kasayu,57195223331,csf,1
no,1,Rike Novisia Kasayu,57195223331,analytic hierarchy process,1
no,1,Rike Novisia Kasayu,57195223331,critical success factors,1
no,1,Rike Novisia Kasayu,57195223331,ahp,1
no,1,Rike Novisia Kasayu,57195223331,systematic literature review,1
no,1,Rike Novisia Kasayu,57195223331,indonesia,1
no,1,Rhesa Darojat Rakhman,57193701431,readiness-framework,1
no,1,Rhesa Darojat Rakhman,57193701431,environmental and pollution control deputy,1
no,0,Gde Panji Diarsa,57200120368,understandability,1
no,1,Rizqa Nulhusna,57196195992,interpersonal trust,1
no,1,Rizqa Nulhusna,57196195992,continual use intention,1
no,1,Rizqa Nulhusna,57196195992,dispositional trust,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,g-readiness,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,driving factors,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,developing countries,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,inhibiting factors,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,strategy,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,innovation,1
no,0,Rizqi Teguh Setiadi Hermawan,57195507076,indonesia,1
no,0,Dyah Paramita Budi Dharma,57195611418,tri,1
no,0,Dyah Paramita Budi Dharma,57195611418,technology readiness index,1
no,0,Dyah Paramita Budi Dharma,57195611418,partial least squares on structural equation modeling,1
no,0,Dyah Paramita Budi Dharma,57195611418,intention-to-use,1
no,0,Dyah Paramita Budi Dharma,57195611418,innovation diffusion theory,1
no,0,Dyah Paramita Budi Dharma,57195611418,idt,1
no,0,Dyah Paramita Budi Dharma,57195611418,e-audit,1
no,0,Dyah Paramita Budi Dharma,57195611418,technology acceptance model,1
no,0,Dyah Paramita Budi Dharma,57195611418,pls-sem,1
no,0,Dyah Paramita Budi Dharma,57195611418,tam,1
no,0,Dyah Paramita Budi Dharma,57195611418,indonesia,1
no,1,Rizqa Nulhusna,57196195992,institutional trust,1
no,1,Rizqa Nulhusna,57196195992,electronic word-of-mouth,1
no,1,Rizqa Nulhusna,57196195992,e-government quality,1
no,1,Rhesa Darojat Rakhman,57193701431,kmcsf,1
no,1,Rhesa Darojat Rakhman,57193701431,case study,1
no,1,Rhesa Darojat Rakhman,57193701431,readiness,1
no,1,Made Ayu Aristyana Dewi,57193689248,smart city,1
no,1,Made Ayu Aristyana Dewi,57193689248,knowledge sharing,1
no,1,Made Ayu Aristyana Dewi,57193689248,purchase intention,1
no,1,Aditya Lukas Virdyananto,57193696352,technology characteristics,1
no,1,Aditya Lukas Virdyananto,57193696352,task characteristics,1
no,1,Aditya Lukas Virdyananto,57193696352,hris,1
no,1,Aditya Lukas Virdyananto,57193696352,task technology fit,1
no,1,Aditya Lukas Virdyananto,57193696352,social influence,1
no,1,Fitriasari Nurhidayati,57194948202,tetanus,1
no,1,Fitriasari Nurhidayati,57194948202,goat disease,1
no,1,Fitriasari Nurhidayati,57194948202,expert system,1
no,1,Fitriasari Nurhidayati,57194948202,certainty factor,1
no,1,Fitriasari Nurhidayati,57194948202,brainstorming,1
no,1,Fitriasari Nurhidayati,57194948202,botulism,1
no,1,Fitriasari Nurhidayati,57194948202,ais,1
no,1,Fitriasari Nurhidayati,57194948202,accounting information system,1
no,1,Fitriasari Nurhidayati,57194948202,politics,1
no,1,Fitriasari Nurhidayati,57194948202,nlp,1
no,1,Fitriasari Nurhidayati,57194948202,survey,1
no,1,Fitriasari Nurhidayati,57194948202,accounting,1
no,1,Fitriasari Nurhidayati,57194948202,sentiment analysis,1
no,1,Fitriasari Nurhidayati,57194948202,machine learning,1
no,1,Made Ayu Aristyana Dewi,57193689248,entropy,1
no,1,Made Ayu Aristyana Dewi,57193689248,social influence,1
no,1,Rhesa Darojat Rakhman,57193701431,ahp,1
no,1,Made Ayu Aristyana Dewi,57193689248,task technology fit,1
no,1,Rhesa Darojat Rakhman,57193701431,knowledge management,1
no,1,Sofwan Hanief,57193689844,technology characteristics,1
no,1,Sofwan Hanief,57193689844,task characteristics,1
no,1,Sofwan Hanief,57193689844,hris,1
no,1,Sofwan Hanief,57193689844,task technology fit,1
no,1,Sofwan Hanief,57193689844,social influence,1
no,1,Made Ayu Aristyana Dewi,57193689248,product knowledge,1
no,1,Made Ayu Aristyana Dewi,57193689248,product involvement,1
no,1,Made Ayu Aristyana Dewi,57193689248,online communities,1
no,1,Made Ayu Aristyana Dewi,57193689248,antecedents,1
no,1,Made Ayu Aristyana Dewi,57193689248,shopping enjoyment tendency,1
no,1,Made Ayu Aristyana Dewi,57193689248,hedonic web browsing,1
no,1,Made Ayu Aristyana Dewi,57193689248,e-impulse buying,1
no,1,Made Ayu Aristyana Dewi,57193689248,critical factor,1
no,1,Made Ayu Aristyana Dewi,57193689248,scottish smart city maturity model,1
no,1,Made Ayu Aristyana Dewi,57193689248,technology characteristics,1
no,1,Made Ayu Aristyana Dewi,57193689248,task characteristics,1
no,1,Made Ayu Aristyana Dewi,57193689248,hris,1
no,1,Made Ayu Aristyana Dewi,57193689248,extraversion,1
no,1,Made Ayu Aristyana Dewi,57193689248,conscientiousness,1
no,1,Made Ayu Aristyana Dewi,57193689248,smart government,1
no,2,Handrie Noprisson,57189267265,industry,1
no,2,Handrie Noprisson,57189267265,repurchase intention,1
no,2,Handrie Noprisson,57189267265,government human capital management,1
no,2,Valentinus Paramarta,57193119499,facebook,1
